1	vidne	Betjenten talte med et ______ til ulykken.
1	vidne	Et ______ fortalte, hvad der var sket.
1	vidne	Politiet bad et ______ beskrive hændelsen.
1	vidne	Et vigtigt ______ havde set bilen køre væk.
1	vidne	Betjenten skrev forklaringen fra et ______ ned.
1	patrulje	En ______ blev sendt ud til adressen.
1	patrulje	Politiet sendte en ______ til stedet.
1	patrulje	En ______ kørte gennem området om aftenen.
1	patrulje	Den nærmeste ______ svarede på meldingen.
1	patrulje	En ______ ankom kort efter opkaldet.
1	radio	Betjenten meldte tilbage over sin ______.
1	radio	Patruljen modtog en besked over ______.
1	radio	Betjenten havde sin ______ med på opgaven.
1	radio	Der kom en ny melding i politiets ______.
1	radio	Patruljen brugte ______ til at tale med vagtcentralen.
1	uniform	Betjenten havde sin ______ på.
1	uniform	Politiets ______ gjorde betjenten let at genkende.
1	uniform	Den blå ______ var tydelig i mørket.
1	uniform	Betjenten tog sin ______ på før vagten.
1	uniform	På stationen hang betjentens ______ klar.
1	station	Betjenten mødte ind på sin ______ om morgenen.
1	station	Patruljen vendte tilbage til ______ efter opgaven.
1	station	Betjenten mødte ind på ______ om morgenen.
1	station	Rapporten blev skrevet færdig på ______.
1	station	Efter afhøringen kørte patruljen tilbage til ______.
1	spor	Politiet sikrede ______ på gerningsstedet.
1	spor	Betjentene ledte efter ______ efter indbruddet.
1	spor	Et lille ______ kunne være vigtigt for sagen.
1	spor	Politiet fandt flere ______ omkring døren.
1	stedet	Patruljen kørte hurtigt frem til ______.
2	rapport	Efter ulykken skrev betjenten en ______.
2	rapport	Betjenten afsluttede sagen med en ______.
2	rapport	Alle oplysninger blev samlet i en ______.
2	rapport	Patruljen skrev en ______ efter hændelsen.
2	rapport	Betjenten læste sin ______ igennem før den blev gemt.
2	kørekort	Føreren blev bedt om at vise sit ______.
2	kørekort	Ved kontrollen skulle føreren finde sit ______ frem.
2	kørekort	Betjenten kontrollerede førerens ______.
2	kørekort	Føreren rakte sit ______ til betjenten.
2	kørekort	Et gyldigt ______ var nødvendigt for at føre bilen.
2	afspærring	Politiet lavede en ______ omkring gerningsstedet.
2	afspærring	En ______ holdt uvedkommende væk fra området.
2	afspærring	Betjentene satte en tydelig ______ op.
2	afspærring	Politiet udvidede sin ______ omkring ulykken.
2	afspærring	Ingen måtte gå gennem politiets ______.
2	mistænkt	Politiet afhørte en ______ i sagen.
2	mistænkt	En ______ blev set tæt på stedet.
2	mistænkt	Betjenten talte med den ______ person.
2	mistænkt	Politiet ledte efter en ______ efter hændelsen.
2	mistænkt	Den ______ blev bedt om at følge med.
2	sigtelse	Betjenten forklarede den ______ til personen.
2	sigtelse	En ______ blev rejst efter afhøringen.
2	sigtelse	Politiet oplyste, hvad den konkrete ______ handlede om.
2	sigtelse	Den nye ______ blev skrevet ind i sagen.
2	sigtelse	Personen fik besked om sin ______.
2	nummerplade	Betjenten aflæste bilens ______.
2	nummerplade	Politiet slog en ______ op i systemet.
2	nummerplade	Bilens ______ var tydelig på optagelsen.
2	nummerplade	Vidnet kunne huske dele af bilens ______.
2	nummerplade	Patruljen kontrollerede køretøjets ______.
2	fartmåling	Politiet foretog en ______ på vejen.
2	fartmåling	En ______ viste, at bilen kørte for stærkt.
2	fartmåling	Betjenten noterede resultatet af sin ______.
2	fartmåling	Patruljen gennemførte en ______ ved landevejen.
2	stationen	Den mistænkte blev kørt til ______.
3	gerningssted	Politiet undersøgte et ______ efter indbruddet.
3	gerningssted	Ingen måtte ændre noget på et ______.
3	gerningssted	Teknikerne arbejdede længe på det ______.
3	gerningssted	Betjentene bevogtede et ______ indtil undersøgelsen var færdig.
3	gerningssted	Sporene blev samlet fra det ______.
3	efterforskning	Politiet begyndte en ______ af sagen.
3	efterforskning	En grundig ______ skulle klarlægge forløbet.
3	efterforskning	Nye oplysninger blev føjet til politiets ______.
3	efterforskning	Vidneforklaringen blev vigtig for den videre ______.
3	efterforskning	Flere betjente deltog i sagens ______.
3	afhøring	Betjenten gennemførte en ______ af vidnet.
3	afhøring	Under en ______ blev hændelsen gennemgået.
3	afhøring	Politiet indkaldte personen til en ______.
3	afhøring	En ______ kan give nye oplysninger i sagen.
3	afhøring	Betjenten forberedte spørgsmål til den kommende ______.
3	overvågning	Politiet gennemså ______ fra butikken.
3	overvågning	Optagelser fra ______ kunne hjælpe efterforskningen.
3	overvågning	En ______ ved indgangen havde filmet hændelsen.
3	overvågning	Politiet bad om materiale fra områdets ______.
3	overvågning	Video fra ______ viste bilen forlade stedet.
3	eftersøgning	Politiet satte en ______ i gang.
3	eftersøgning	En større ______ fortsatte gennem natten.
3	eftersøgning	Flere patruljer deltog i en ______ efter personen.
3	eftersøgning	Helikopteren hjalp under den lange ______.
3	eftersøgning	Politiet afsluttede sin ______ efter fundet.
3	færdselskontrol	Politiet gennemførte en ______ ved hovedvejen.
3	færdselskontrol	Flere biler blev standset under en ______.
3	færdselskontrol	En ______ havde fokus på hastighed og sikkerhed.
3	færdselskontrol	Patruljen deltog i en planlagt ______.
3	færdselskontrol	Bilisten blev vinket ind til en ______.
3	legitimation	Betjenten bad personen om ______.
3	legitimation	Personen fandt sin ______ frem.
3	legitimation	Politiet kontrollerede den viste ______.
3	legitimation	En gyldig ______ gjorde identiteten lettere at bekræfte.
3	optagelser	Politiet undersøgte ______ fra overvågningskameraet.
4	fingeraftryk	Teknikeren fandt et tydeligt ______ på glasset.
4	fingeraftryk	Politiet undersøgte døren for ______.
4	fingeraftryk	Et ______ kunne knytte en person til stedet.
4	fingeraftryk	Flere ______ blev sikret under undersøgelsen.
4	fingeraftryk	Laboratoriet sammenlignede det fundne ______ med registrerede spor.
4	gerningsmandsbeskrivelse	Vidnet gav politiet en ______.
4	gerningsmandsbeskrivelse	En præcis ______ kunne hjælpe patruljerne.
4	gerningsmandsbeskrivelse	Betjenten skrev vidnets ______ ned.
4	gerningsmandsbeskrivelse	Politiet delte en ______ med de søgende patruljer.
4	gerningsmandsbeskrivelse	En detaljeret ______ indeholdt tøj, højde og kendetegn.
4	hændelsesforløb	Betjenten forsøgte at klarlægge hele ______.
4	hændelsesforløb	Vidnerne beskrev deres oplevelse af ______.
4	hændelsesforløb	Rapporten forklarede det kendte ______.
4	hændelsesforløb	Politiet sammenholdt oplysninger om ______.
4	hændelsesforløb	En tidslinje gjorde ______ lettere at forstå.
4	bevismateriale	Politiet samlede relevant ______ fra stedet.
4	bevismateriale	Alt ______ blev registreret omhyggeligt.
4	bevismateriale	Teknikerne pakkede det fundne ______ forsvarligt.
4	bevismateriale	Det indsamlede ______ blev sendt til nærmere undersøgelse.
4	bevismateriale	Betjenten dokumenterede, hvor hvert stykke ______ var fundet.
4	kommunikationscentral	Patruljen fik nye oplysninger fra ______.
4	kommunikationscentral	Betjenten meldte sin status til ______.
4	kommunikationscentral	En melding fra ______ sendte flere enheder af sted.
4	kommunikationscentral	______ koordinerede oplysningerne til patruljerne.
4	kommunikationscentral	Patruljen holdt løbende kontakt med ______.
