1	udstyr	Mandskabet blev sendt frem med deres ______.
1	udstyr	Alt nødvendigt ______ lå klar i bilen.
1	udstyr	Efter indsatsen blev ______ pakket igen.
1	udstyr	Mandskabet kontrollerede sit ______ før afgang.
1	udstyr	Det rigtige ______ gjorde opgaven lettere.
1	sikkerhed	Holdet tænkte først på ______.
1	sikkerhed	God ______ er vigtig under en indsats.
1	sikkerhed	Mandskabet arbejdede med fokus på ______.
1	sikkerhed	En kort briefing handlede om ______.
1	sikkerhed	Indsatslederen mindede alle om ______.
1	område	Politiet spærrede et ______ af.
1	område	Mandskabet undersøgte hele ______.
1	område	Kun redningsfolk måtte gå ind i det ______.
1	område	Et sikkert ______ blev valgt til køretøjerne.
1	område	Indsatslederen fik overblik over det berørte ______.
1	melding	Vagtcentralen sendte en ______ til mandskabet.
1	melding	En ny ______ ændrede opgaven.
1	melding	Holdet lyttede til den første ______.
1	melding	Chaufføren gentog adressen fra ______.
1	melding	Mandskabet fik flere oplysninger i en ny ______.
1	hjælp	Flere borgere havde brug for ______.
1	hjælp	Redningsfolkene kom hurtigt for at yde ______.
1	hjælp	Mandskabet tilbød ______ til de berørte.
1	hjælp	En person tilkaldte ______ efter ulykken.
1	hjælp	Der blev sendt ekstra ______ til stedet.
1	fare	Mandskabet holdt afstand til en mulig ______.
1	fare	En skjult ______ blev opdaget ved bygningen.
1	fare	Indsatslederen advarede om en ______.
1	fare	Området blev kontrolleret for ______.
1	fare	Alle fik besked om den største ______.
2	overblik	Indsatslederen skabte hurtigt et ______ over situationen.
2	overblik	Et godt ______ gjorde prioriteringen lettere.
2	overblik	Mandskabet gav oplysninger, så lederen fik ______.
2	overblik	Før nye opgaver blev fordelt, blev der skabt ______.
2	overblik	Et tydeligt ______ var vigtigt ved den store hændelse.
2	beredskab	Kommunen havde et ______ klar til større hændelser.
2	beredskab	Et stærkt ______ kan reagere hurtigt.
2	beredskab	Det lokale ______ blev tilkaldt.
2	beredskab	Flere dele af ______ deltog i øvelsen.
2	beredskab	Efter stormen blev ekstra ______ gjort klar.
2	indsats	Flere enheder deltog i en ______.
2	indsats	En større ______ blev sat i gang.
2	indsats	Mandskabet gjorde klar til næste ______.
2	indsats	Efter flere timer kunne den samlede ______ afsluttes.
2	indsats	Planen for ______ blev justeret undervejs.
2	evakuering	En ______ blev iværksat omkring bygningen.
2	evakuering	Politiet hjalp med en rolig ______.
2	evakuering	Beboerne fulgte anvisningerne under ______.
2	evakuering	Indsatslederen besluttede en hurtig ______.
2	evakuering	Efter ______ blev personerne samlet et sikkert sted.
2	samlingspunkt	Beboerne blev sendt til et ______.
2	samlingspunkt	Et tydeligt ______ blev valgt væk fra faren.
2	samlingspunkt	Politiet viste folk hen til ______.
2	samlingspunkt	Ved ______ blev de evakuerede registreret.
2	samlingspunkt	Indsatslederen flyttede ______ længere væk.
2	afspærring	En ______ blev sat op omkring skadestedet.
2	afspærring	Politiet hjalp med at holde en ______.
2	afspærring	Den ydre ______ blev udvidet.
2	afspærring	Kun redningspersonale måtte passere ______.
2	afspærring	En tydelig ______ gjorde arbejdsområdet mere sikkert.
2	prioritering	En hurtig ______ af opgaverne var nødvendig.
2	prioritering	Indsatslederen lavede en klar ______.
2	prioritering	Mandskabet fulgte lederens ______.
2	prioritering	Nye oplysninger ændrede den første ______.
2	sikkert	Ved en ulykke skal området først gøres ______.
3	koordinering	Hændelsen krævede tæt ______ mellem flere enheder.
3	koordinering	God ______ gjorde indsatsen mere effektiv.
3	koordinering	Indsatslederen stod for ______ på stedet.
3	koordinering	Radioen blev vigtig for den løbende ______.
3	koordinering	Flere myndigheder deltog i ______ af arbejdet.
3	ressourcer	Indsatslederen bad om flere ______.
3	ressourcer	De tilgængelige ______ blev fordelt på opgaverne.
3	ressourcer	Ekstra ______ ankom fra nabostationen.
3	ressourcer	Planen blev tilpasset efter de aktuelle ______.
3	ressourcer	Mandskab og køretøjer var vigtige ______.
3	skadested	Flere enheder ankom til et ______.
3	skadested	Politiet sikrede adgangsvejen til ______.
3	skadested	Indsatslederen organiserede arbejdet på ______.
3	skadested	Ambulancerne blev placeret tæt ved ______.
3	skadested	Kun relevant personale arbejdede inde på ______.
3	risikovurdering	Holdlederen lavede en hurtig ______.
3	risikovurdering	En ny ______ blev nødvendig, da vinden ændrede sig.
3	risikovurdering	Før opgaven begyndte, blev der lavet en ______.
3	risikovurdering	Indsatslederen opdaterede sin ______ løbende.
3	risikovurdering	En grundig ______ gjorde arbejdet sikrere.
3	kommunikation	Tydelig ______ var vigtig mellem holdene.
3	kommunikation	Radioerne sikrede løbende ______.
3	kommunikation	God ______ mindskede risikoen for misforståelser.
3	kommunikation	Indsatslederen samlede vigtig ______ fra alle enheder.
3	kommunikation	Under støjen krævede ______ korte og klare meldinger.
3	myndigheder	Ved større hændelser kan flere ______ arbejde sammen.
3	myndigheder	Flere ______ mødtes på skadestedet.
3	myndigheder	De deltagende ______ delte oplysninger.
3	myndigheder	En fælles plan blev aftalt mellem flere ______.
3	myndigheder	Godt samarbejde mellem ______ styrkede indsatsen.
3	logistik	En stor indsats krævede god ______.
3	logistik	Forsyninger og køretøjer blev styret gennem ______.
3	logistik	En ansvarlig medarbejder koordinerede ______.
3	logistik	God ______ sikrede, at udstyret kom frem.
3	logistik	Indsatslederen tænkte også på ______ ved den lange hændelse.
4	indsatsledelse	En kompleks hændelse krævede tydelig ______.
4	indsatsledelse	God ______ samlede de mange enheder.
4	indsatsledelse	Kommunikation er en vigtig del af ______.
4	indsatsledelse	Flere ledere deltog i den samlede ______.
4	indsatsledelse	En fælles struktur gjorde ______ mere overskuelig.
4	beredskabsplan	Organisationen fulgte sin ______.
4	beredskabsplan	En opdateret ______ beskrev roller og ansvar.
4	beredskabsplan	Ledelsen gennemgik sin ______ efter øvelsen.
4	beredskabsplan	En ______ kan hjælpe ved større hændelser.
4	beredskabsplan	Kommunen aktiverede sin ______ under stormen.
4	situationsbillede	Indsatslederen opbyggede et fælles ______.
4	situationsbillede	Nye meldinger ændrede det aktuelle ______.
4	situationsbillede	Et præcist ______ hjalp lederne med at træffe beslutninger.
4	situationsbillede	Alle sektorer bidrog til det samlede ______.
4	situationsbillede	Radiooplysninger blev samlet i et opdateret ______.
4	ressourcestyring	Den lange indsats krævede god ______.
4	ressourcestyring	En leder havde ansvar for ______ af mandskabet.
4	ressourcestyring	Effektiv ______ sikrede afløsning til holdene.
4	ressourcestyring	Køretøjer blev fordelt gennem tydelig ______.
4	ressourcestyring	God ______ forhindrede, at enkelte områder manglede mandskab.
4	indsatsstrategi	Indsatslederen valgte en tydelig ______.
4	indsatsstrategi	En ændret situation krævede en ny ______.
4	indsatsstrategi	Alle hold fik forklaret den fælles ______.
4	indsatsstrategi	Vejr og risiko påvirkede den valgte ______.
4	indsatsstrategi	Efter vurderingen blev ______ justeret.
